Timestamp,packet_count,pkt_ttl_variance,pkt_tcp_window_avg,pkt_ip_frag_fraction,pkt_payload_mean,pkt_payload_std,pkt_retrans_count,pkt_rst_count,pkt_portscan_delta_std,dominant_attack_type,attack_fraction
2017-07-03 01:27:00,11,0.0,0.0,0.0,58.72727272727273,38.431994247217794,7,0,16482.564425477,BENIGN,0.0
2017-07-03 01:28:30,2,0.0,0.0,0.0,35.0,11.313708498984761,1,0,0.0,BENIGN,0.0
2017-07-03 01:29:10,2,2048.0,0.0,0.0,75.5,75.66042558696059,1,0,0.0,BENIGN,0.0
2017-07-03 01:30:30,7,975.2380952380954,0.0,0.0,45.857142857142854,35.1588233185193,4,0,23189.20164645605,BENIGN,0.0
2017-07-03 01:30:40,2,0.0,0.0,0.0,42.0,22.627416997969522,1,0,0.0,BENIGN,0.0
2017-07-03 01:31:30,2,0.0,0.0,0.0,93.0,33.94112549695428,1,0,0.0,BENIGN,0.0
2017-07-03 01:31:50,5,0.0,0.0,0.0,49.8,15.254507530562893,3,0,23214.347453406914,BENIGN,0.0
2017-07-03 01:32:20,2,2048.0,0.0,0.0,79.0,70.71067811865476,1,0,0.0,BENIGN,0.0
2017-07-03 01:32:30,6,1228.8,0.0,0.0,53.833333333333336,42.29144909632048,3,0,21873.849290876995,BENIGN,0.0
2017-07-03 01:33:30,6,1228.8,0.0,0.0,46.666666666666664,27.565679143940326,3,0,10147.17640725734,BENIGN,0.0
2017-07-03 01:34:00,2,2048.0,0.0,0.0,47.0,36.76955262170047,1,0,0.0,BENIGN,0.0
2017-07-03 01:34:10,2,0.0,0.0,0.0,53.0,19.79898987322333,1,0,0.0,BENIGN,0.0
2017-07-03 01:34:30,6,0.0,0.0,0.0,53.5,51.66333322579951,4,0,25274.500132742487,BENIGN,0.0
2017-07-03 01:34:40,6,0.0,0.0,0.0,84.5,92.36395400804363,3,0,20864.837220548838,BENIGN,0.0
2017-07-03 01:35:00,2,2048.0,0.0,0.0,93.5,102.5304832720494,1,0,0.0,BENIGN,0.0
2017-07-03 01:35:10,4,1024.0,0.0,0.0,45.5,35.02855977627399,2,0,13309.418578168203,BENIGN,0.0
2017-07-03 01:35:20,2,0.0,0.0,0.0,28.0,11.313708498984761,1,0,0.0,BENIGN,0.0
2017-07-03 01:36:50,2,2048.0,0.0,0.0,51.0,26.870057685088806,1,0,0.0,BENIGN,0.0
2017-07-03 01:37:00,6,1228.8,0.0,0.0,65.0,58.34038052669866,3,0,13778.995281224245,BENIGN,0.0
2017-07-03 01:37:50,4,1365.3333333333333,0.0,0.0,80.25,65.30122510336234,3,0,0.0,BENIGN,0.0
2017-07-03 01:38:00,2,2048.0,0.0,0.0,53.0,46.66904755831214,1,0,0.0,BENIGN,0.0
2017-07-03 01:38:20,7,0.0,0.0,0.0,53.0,49.20365840057018,5,0,27990.154411864183,BENIGN,0.0
2017-07-03 01:38:50,6,0.0,0.0,0.0,74.0,80.47359815492284,3,0,27745.1516730401,BENIGN,0.0
2017-07-03 01:39:30,24,1068.5217391304348,0.0,0.0,69.5,59.278267885273614,12,0,16133.649303630966,BENIGN,0.0
2017-07-03 01:39:40,6,1092.2666666666669,0.0,0.0,69.83333333333333,72.22857237040385,3,0,17152.043229889554,BENIGN,0.0
2017-07-03 01:39:50,2,2048.0,0.0,0.0,68.0,67.88225099390856,1,0,0.0,BENIGN,0.0
2017-07-03 01:40:10,2,2048.0,0.0,0.0,87.0,90.50966799187809,1,0,0.0,BENIGN,0.0
2017-07-03 01:40:40,4,1365.3333333333333,0.0,0.0,45.5,40.476330531970575,2,0,11276.93894636306,BENIGN,0.0
2017-07-03 01:40:50,10,0.0,0.0,0.0,55.5,30.01203462316779,6,0,21768.125114204355,BENIGN,0.0
2017-07-03 01:41:00,4,0.0,0.0,0.0,99.25,109.86468950486321,2,0,27453.00338153672,BENIGN,0.0
2017-07-03 01:41:50,2,0.0,0.0,0.0,54.5,43.1335136523794,1,0,0.0,BENIGN,0.0
2017-07-03 01:42:20,4,0.0,0.0,0.0,43.0,15.01110699893027,3,0,26075.74106755592,BENIGN,0.0
2017-07-03 01:43:00,10,0.0,0.0,0.0,73.0,75.41146390893688,5,0,25537.320196909975,BENIGN,0.0
2017-07-03 01:43:50,4,1365.3333333333333,0.0,0.0,120.25,107.48759618362173,2,0,13989.400558994656,BENIGN,0.0
2017-07-03 01:44:20,8,1170.2857142857142,0.0,0.0,66.5,73.74860773504231,4,0,15259.002203450198,BENIGN,0.0
2017-07-03 01:45:20,4,1365.3333333333333,0.0,0.0,74.0,63.56099432828282,2,0,7237.002203183919,BENIGN,0.0
2017-07-03 01:45:50,8,1170.2857142857142,0.0,0.0,46.25,28.524425623364568,4,0,19997.81550008676,BENIGN,0.0
2017-07-03 01:46:00,6,1228.8,0.0,0.0,55.833333333333336,35.33506285075303,3,0,26084.232007862527,BENIGN,0.0
2017-07-03 01:46:30,14,1102.7692307692307,0.0,0.0,61.785714285714285,54.88194122411736,7,0,17198.751431220215,BENIGN,0.0
2017-07-03 01:46:40,2,2048.0,0.0,0.0,36.5,13.435028842544403,1,0,0.0,BENIGN,0.0
2017-07-03 01:47:20,4,1365.3333333333333,0.0,0.0,70.25,66.40469360921209,2,0,13260.835980016074,BENIGN,0.0
2017-07-03 01:47:40,3,0.0,0.0,0.0,80.66666666666667,98.14954576223639,2,0,25522.5,BENIGN,0.0
2017-07-03 01:48:10,6,1092.2666666666669,0.0,0.0,53.0,32.67414880299103,3,0,17321.88955050805,BENIGN,0.0
2017-07-03 01:48:30,2,2048.0,0.0,0.0,69.5,43.1335136523794,1,0,0.0,BENIGN,0.0
2017-07-03 01:48:40,2,2048.0,0.0,0.0,34.0,19.79898987322333,1,0,0.0,BENIGN,0.0
2017-07-03 01:48:50,10,1092.2666666666669,0.0,0.0,55.3,38.04105968847637,5,0,23090.405872526895,BENIGN,0.0
2017-07-03 01:49:10,6,0.0,0.0,0.0,95.33333333333333,87.8513896683864,3,0,27133.64198628706,BENIGN,0.0
2017-07-03 01:49:20,8,1097.142857142857,0.0,0.0,63.375,50.69780919470641,4,0,25406.960387312156,BENIGN,0.0
2017-07-03 01:49:40,2,0.0,0.0,0.0,32.0,11.313708498984761,1,0,0.0,BENIGN,0.0
2017-07-03 01:49:50,6,682.6666666666667,0.0,0.0,71.5,67.23020154662635,3,0,23001.31121827623,BENIGN,0.0
2017-07-03 01:50:30,2,2048.0,0.0,0.0,31.0,11.313708498984761,1,0,0.0,BENIGN,0.0
2017-07-03 01:51:00,2,2048.0,0.0,0.0,41.0,29.698484809834994,1,0,0.0,BENIGN,0.0
2017-07-03 01:51:20,10,0.0,0.0,0.0,44.9,24.186543549852033,5,0,18513.708405221798,BENIGN,0.0
2017-07-03 01:51:30,6,1092.2666666666669,0.0,0.0,57.5,36.94725970894188,3,0,21717.906698390616,BENIGN,0.0
2017-07-03 01:52:10,2,0.0,0.0,0.0,47.0,36.76955262170047,1,0,0.0,BENIGN,0.0
2017-07-03 01:53:00,6,1228.8,0.0,0.0,69.83333333333333,59.5261847145159,3,0,6339.210285201147,BENIGN,0.0
2017-07-03 01:53:10,58,204.42831215970958,0.0,0.0,57.293103448275865,45.60201927688577,35,0,26323.75518858747,BENIGN,0.0
2017-07-03 01:53:30,8,1170.2857142857142,0.0,0.0,66.25,68.55810882539195,4,0,10990.912790081798,BENIGN,0.0
2017-07-03 01:53:40,7,585.1428571428573,0.0,0.0,68.14285714285714,44.99047518245231,4,0,28398.022630692674,BENIGN,0.0
2017-07-03 01:54:00,2,0.0,0.0,0.0,44.5,31.81980515339464,1,0,0.0,BENIGN,0.0
2017-07-03 01:54:10,8,1170.2857142857142,0.0,0.0,61.5,44.03569980303319,4,0,20127.297836621827,BENIGN,0.0
2017-07-03 01:54:50,6,1228.8,0.0,0.0,73.83333333333333,68.71802286639705,3,0,20172.410638295067,BENIGN,0.0
2017-07-03 01:55:20,10,0.0,0.0,0.0,63.0,68.59057272443981,5,0,27400.734452623892,BENIGN,0.0
2017-07-03 01:55:30,2,2048.0,0.0,0.0,45.0,28.284271247461902,1,0,0.0,BENIGN,0.0
2017-07-03 01:55:40,4,1365.3333333333333,0.0,0.0,49.25,29.14761282392322,2,0,14882.692699911531,BENIGN,0.0
2017-07-03 01:55:50,2,2048.0,0.0,0.0,79.5,89.80256121069154,1,0,0.0,BENIGN,0.0
2017-07-03 01:57:00,6,1228.8,0.0,0.0,64.66666666666667,51.92943930629973,3,0,10917.540920921707,BENIGN,0.0
2017-07-03 01:57:40,2,0.0,0.0,0.0,178.5,219.9102089490163,1,0,0.0,BENIGN,0.0
2017-07-03 01:58:00,2,0.0,0.0,0.0,66.0,46.66904755831214,1,0,0.0,BENIGN,0.0
2017-07-03 01:58:30,5,0.0,0.0,0.0,45.4,26.34008352302627,3,0,24637.082389915817,BENIGN,0.0
2017-07-03 01:58:50,2,0.0,0.0,0.0,29.0,11.313708498984761,1,0,0.0,BENIGN,0.0
2017-07-03 01:59:30,4,0.0,0.0,0.0,45.0,9.521904571390467,2,0,747.1761654537853,BENIGN,0.0
2017-07-03 02:00:40,2,2048.0,0.0,0.0,81.5,81.31727983645297,1,0,0.0,BENIGN,0.0
2017-07-03 02:01:20,7,0.0,0.0,0.0,41.714285714285715,25.76634940973909,4,0,26065.691467265293,BENIGN,0.0
2017-07-03 02:01:30,21,0.0,0.0,0.0,53.42857142857143,32.92350441336923,13,0,26417.220047537176,BENIGN,0.0
2017-07-03 02:01:40,13,0.0,0.0,0.0,60.53846153846154,48.69054559942033,7,0,24053.329826513742,BENIGN,0.0
2017-07-03 02:02:10,2,0.0,0.0,0.0,69.0,72.12489168102785,1,0,0.0,BENIGN,0.0
2017-07-03 02:02:20,2,2048.0,0.0,0.0,60.5,36.062445840513924,1,0,0.0,BENIGN,0.0
2017-07-03 02:02:30,2,0.0,0.0,0.0,80.0,86.2670273047588,1,0,0.0,BENIGN,0.0
2017-07-03 02:03:00,2,0.0,0.0,0.0,58.5,43.1335136523794,1,0,0.0,BENIGN,0.0
2017-07-03 02:03:20,2,0.0,0.0,0.0,50.0,45.254833995939045,1,0,0.0,BENIGN,0.0
2017-07-03 02:03:30,33,0.0,0.0,0.0,59.03030303030303,50.08335854383473,18,0,26581.67947895458,BENIGN,0.0
2017-07-03 02:03:40,8,0.0,0.0,0.0,71.375,63.610281064800034,5,0,26032.44389728529,BENIGN,0.0
2017-07-03 02:04:50,2,2048.0,0.0,0.0,52.5,33.23401871576773,1,0,0.0,BENIGN,0.0
2017-07-03 02:05:10,2,0.0,0.0,0.0,62.5,60.10407640085654,1,0,0.0,BENIGN,0.0
2017-07-03 02:05:20,5,0.0,0.0,0.0,72.6,76.18267519587377,3,0,27049.90665764856,BENIGN,0.0
2017-07-03 02:05:30,7,0.0,0.0,0.0,43.0,37.57658845611187,4,0,29098.148868193588,BENIGN,0.0
2017-07-03 02:05:40,2,0.0,0.0,0.0,25.0,11.313708498984761,1,0,0.0,BENIGN,0.0
2017-07-03 02:06:50,4,1024.0,0.0,0.0,73.0,59.06493601678297,2,0,21317.207217540377,BENIGN,0.0
2017-07-03 02:07:00,2,0.0,0.0,0.0,37.0,11.313708498984761,1,0,0.0,BENIGN,0.0
2017-07-03 02:07:30,24,0.0,0.0,0.0,51.458333333333336,45.69271578011443,15,0,25966.868114044362,BENIGN,0.0
2017-07-03 02:07:40,2,0.0,0.0,0.0,69.0,72.12489168102785,1,0,0.0,BENIGN,0.0
2017-07-03 02:09:20,2,0.0,0.0,0.0,62.5,38.890872965260115,1,0,0.0,BENIGN,0.0
2017-07-03 02:09:30,9,0.0,0.0,0.0,58.333333333333336,40.64172732549638,6,0,28429.432464437275,BENIGN,0.0
2017-07-03 02:10:40,6,0.0,0.0,0.0,54.0,46.493010227344925,4,0,29557.70696789587,BENIGN,0.0
2017-07-03 02:11:30,2,2048.0,0.0,0.0,52.5,33.23401871576773,1,0,0.0,BENIGN,0.0
2017-07-03 02:13:10,10,0.0,0.0,0.0,66.1,52.28649708842406,5,0,29152.51402707433,BENIGN,0.0
2017-07-03 02:13:20,2,0.0,0.0,0.0,99.0,90.50966799187809,1,0,0.0,BENIGN,0.0
2017-07-03 02:13:50,2,0.0,0.0,0.0,30.0,11.313708498984761,1,0,0.0,BENIGN,0.0
2017-07-03 02:14:10,37,0.0,0.0,0.0,48.945945945945944,33.63112475895733,22,0,27442.47664395775,BENIGN,0.0
2017-07-03 02:15:20,6,1092.2666666666667,0.0,0.0,58.833333333333336,54.74821153852121,3,0,28199.887067858977,BENIGN,0.0
2017-07-03 02:15:30,39,9.673414304993253,2594.153846153846,0.0,88.28205128205128,304.37934682666776,24,0,5882.351512194709,BENIGN,0.0
2017-07-03 02:15:40,2,0.0,0.0,0.0,59.5,57.27564927611035,1,0,0.0,BENIGN,0.0
2017-07-03 02:16:30,4,1365.3333333333333,0.0,0.0,64.25,40.75434537158788,2,0,7562.742727050521,BENIGN,0.0
2017-07-03 02:16:50,4,0.0,0.0,0.0,82.5,60.97267147392073,2,0,23613.273630641634,BENIGN,0.0
2017-07-03 02:17:20,23,0.0,2190.782608695652,0.0,230.47826086956522,608.4668415231857,17,0,0.0,BENIGN,0.0
2017-07-03 02:17:30,10,0.0,0.0,0.0,48.0,31.109126920853594,6,0,28264.828486265837,BENIGN,0.0
2017-07-03 02:18:10,2,2048.0,0.0,0.0,60.5,41.71930009000631,1,0,0.0,BENIGN,0.0
2017-07-03 02:20:20,9,0.0,0.0,0.0,45.0,38.61994303465504,6,0,24822.68635964639,BENIGN,0.0
2017-07-03 02:20:30,3,0.0,0.0,0.0,99.0,135.09996299037243,2,0,30948.5,BENIGN,0.0
2017-07-03 02:21:00,4,0.0,0.0,0.0,52.0,46.49731175025068,2,0,22395.61447148873,BENIGN,0.0
2017-07-03 02:21:20,3,0.0,0.0,0.0,109.66666666666667,129.32646029847618,2,0,24952.5,BENIGN,0.0
2017-07-03 02:22:20,3,0.0,0.0,0.0,57.666666666666664,49.652123150307816,2,0,30994.0,BENIGN,0.0
2017-07-03 02:23:00,4,0.0,0.0,0.0,59.25,35.57503806510027,2,0,25290.053631154417,BENIGN,0.0
2017-07-03 02:23:10,3,0.0,0.0,0.0,36.666666666666664,21.939310229205777,2,0,30454.0,BENIGN,0.0
2017-07-03 02:23:50,4,0.0,0.0,0.0,57.75,47.02747423935644,2,0,3721.738691645195,BENIGN,0.0
2017-07-03 02:24:00,6,0.0,0.0,0.0,54.833333333333336,26.2100489634542,3,0,28261.526941055396,BENIGN,0.0
2017-07-03 02:24:10,14,292.5714285714285,0.0,0.0,53.357142857142854,39.13213737868372,8,0,25532.396286486262,BENIGN,0.0
2017-07-03 02:24:40,2,0.0,0.0,0.0,69.0,72.12489168102785,1,0,0.0,BENIGN,0.0
2017-07-03 02:25:10,2,2048.0,0.0,0.0,73.0,74.95331880577403,1,0,0.0,BENIGN,0.0
2017-07-03 02:25:20,2,0.0,0.0,0.0,69.0,67.88225099390856,1,0,0.0,BENIGN,0.0
2017-07-03 02:25:40,2,0.0,0.0,0.0,40.0,19.79898987322333,1,0,0.0,BENIGN,0.0
2017-07-03 02:26:10,2,2048.0,0.0,0.0,69.5,43.1335136523794,1,0,0.0,BENIGN,0.0
2017-07-03 02:27:00,2,2048.0,0.0,0.0,76.5,68.58935777509511,1,0,0.0,BENIGN,0.0
2017-07-03 02:27:30,4,0.0,0.0,0.0,57.0,41.376321731154405,2,0,25593.68714264429,BENIGN,0.0
2017-07-03 02:28:20,5,0.0,0.0,0.0,78.6,77.29036162420253,3,0,26170.17654220162,BENIGN,0.0
2017-07-03 02:28:30,2,0.0,0.0,0.0,36.0,11.313708498984761,1,0,0.0,BENIGN,0.0
2017-07-03 02:29:00,2,0.0,0.0,0.0,92.5,96.87362902255701,1,0,0.0,BENIGN,0.0
2017-07-03 02:29:10,4,0.0,0.0,0.0,69.75,51.31195442259695,2,0,27347.26472611109,BENIGN,0.0
2017-07-03 02:31:00,36,0.0,0.0,0.0,64.80555555555556,48.22733039289441,22,0,28901.0769938437,BENIGN,0.0
2017-07-03 02:31:10,5,0.0,0.0,0.0,69.8,63.24713432243393,3,0,28420.73172329488,BENIGN,0.0
2017-07-03 02:31:50,6,1228.8,0.0,0.0,68.33333333333333,49.55266558588616,3,0,22104.547468790217,BENIGN,0.0
2017-07-03 02:32:30,6,0.0,0.0,0.0,77.33333333333333,90.18573427469929,3,0,3637.634781008121,BENIGN,0.0
2017-07-03 02:33:30,2,0.0,0.0,0.0,86.5,79.90306627407988,1,0,0.0,BENIGN,0.0
2017-07-03 02:34:20,4,1365.3333333333333,0.0,0.0,45.0,19.782146833277054,2,0,20509.266247235664,BENIGN,0.0
2017-07-03 02:34:50,4,0.0,0.0,0.0,57.0,34.64101615137755,3,0,0.0,BENIGN,0.0
2017-07-03 02:35:40,15,0.0,0.0,0.0,64.4,62.568590933699085,8,0,27340.77737994653,BENIGN,0.0
2017-07-03 02:37:40,3,0.0,0.0,0.0,51.0,53.693575034635195,2,0,30293.5,BENIGN,0.0
2017-07-03 02:37:50,9,0.0,0.0,0.0,56.44444444444444,55.23158315472931,5,0,27185.079464662227,BENIGN,0.0
2017-07-03 02:38:40,2,0.0,0.0,0.0,32.0,11.313708498984761,1,0,0.0,BENIGN,0.0
2017-07-03 02:39:20,4,0.0,0.0,0.0,54.25,48.72627627882106,2,0,1937.001175930349,BENIGN,0.0
2017-07-03 02:40:10,12,0.0,0.0,0.0,62.333333333333336,55.24710331087435,6,0,23671.52629930827,BENIGN,0.0
2017-07-03 02:40:50,8,1170.2857142857142,0.0,0.0,85.875,60.85682847001289,4,0,25670.975587862904,BENIGN,0.0
2017-07-03 02:41:00,2,0.0,0.0,0.0,31.0,11.313708498984761,1,0,0.0,BENIGN,0.0
2017-07-03 02:43:50,4,0.0,0.0,0.0,61.75,57.25018195022033,2,0,1657.9296996220585,BENIGN,0.0
2017-07-03 02:44:20,8,562.2857142857143,9958.666666666666,0.0,14.25,28.674279166428676,2,0,20684.657398020143,BENIGN,0.0
2017-07-03 02:45:10,2,2048.0,0.0,0.0,81.5,82.73149339882606,1,0,0.0,BENIGN,0.0
2017-07-03 02:45:20,2,0.0,0.0,0.0,72.0,56.568542494923804,1,0,0.0,BENIGN,0.0
2017-07-03 02:46:10,2,0.0,0.0,0.0,57.0,45.254833995939045,1,0,0.0,BENIGN,0.0
2017-07-03 02:48:10,2,2048.0,0.0,0.0,45.0,28.284271247461902,1,0,0.0,BENIGN,0.0
2017-07-03 02:49:10,2,0.0,0.0,0.0,89.5,94.04520189781083,1,0,0.0,BENIGN,0.0
2017-07-03 02:49:50,6,1228.8,0.0,0.0,52.0,33.250563904992646,3,0,15159.631491563374,BENIGN,0.0
2017-07-03 02:50:50,2,2048.0,0.0,0.0,41.0,22.627416997969522,1,0,0.0,BENIGN,0.0
2017-07-03 02:51:10,28,281.73544973544966,0.0,0.0,56.714285714285715,40.34100674743784,16,0,27775.37196781741,BENIGN,0.0
2017-07-03 02:51:40,2,0.0,0.0,0.0,54.0,11.313708498984761,1,0,0.0,BENIGN,0.0
2017-07-03 02:52:50,2,2048.0,0.0,0.0,54.5,40.30508652763321,1,0,0.0,BENIGN,0.0
2017-07-03 02:53:40,2,2048.0,0.0,0.0,65.0,56.568542494923804,1,0,0.0,BENIGN,0.0
2017-07-03 02:54:40,2,0.0,0.0,0.0,69.0,72.12489168102785,1,0,0.0,BENIGN,0.0
2017-07-03 02:57:20,2,0.0,0.0,0.0,43.0,19.79898987322333,1,0,0.0,BENIGN,0.0
2017-07-03 02:58:00,13,315.07692307692315,0.0,0.0,42.84615384615385,38.18779506999183,8,0,26549.984319282878,BENIGN,0.0
2017-07-03 02:58:10,8,0.0,0.0,0.0,46.875,38.84929673936012,5,0,27049.79485379978,BENIGN,0.0
2017-07-03 02:58:50,2,2048.0,0.0,0.0,51.0,22.627416997969522,1,0,0.0,BENIGN,0.0
2017-07-03 02:59:00,2,2048.0,0.0,0.0,32.0,11.313708498984761,1,0,0.0,BENIGN,0.0
2017-07-03 02:59:20,2,2048.0,0.0,0.0,93.5,88.38834764831844,1,0,0.0,BENIGN,0.0
2017-07-03 03:02:00,2,2048.0,0.0,0.0,57.5,45.96194077712559,1,0,0.0,BENIGN,0.0
2017-07-03 03:02:40,3,0.0,0.0,0.0,70.0,58.88972745734183,2,0,0.0,BENIGN,0.0
2017-07-03 03:03:00,2,0.0,0.0,0.0,75.5,70.0035713374682,1,0,0.0,BENIGN,0.0
2017-07-03 03:03:20,2,2048.0,0.0,0.0,74.0,73.53910524340094,1,0,0.0,BENIGN,0.0
2017-07-03 03:04:30,10,1137.7777777777778,0.0,0.0,58.0,32.50299131533041,5,0,11397.628994284645,BENIGN,0.0
2017-07-03 03:04:40,2,0.0,0.0,0.0,37.0,11.313708498984761,1,0,0.0,BENIGN,0.0
2017-07-03 03:06:40,2,2048.0,0.0,0.0,27.0,11.313708498984761,1,0,0.0,BENIGN,0.0
2017-07-03 03:07:10,4,0.0,0.0,0.0,47.25,31.857756773926607,2,0,2268.3985540464446,BENIGN,0.0
2017-07-03 03:07:20,13,0.0,0.0,0.0,57.92307692307692,46.86765327042654,8,0,27093.084340406665,BENIGN,0.0
2017-07-03 03:08:00,4,0.0,0.0,0.0,70.0,56.979528487577596,2,0,27206.925086577987,BENIGN,0.0
2017-07-03 03:08:10,5,0.0,0.0,0.0,49.8,39.73914946246333,3,0,26225.02576738486,BENIGN,0.0
2017-07-03 03:09:20,8,0.0,0.0,0.0,63.25,55.285622000661256,4,0,20320.495226369312,BENIGN,0.0
2017-07-03 03:09:40,2,2048.0,0.0,0.0,34.0,19.79898987322333,1,0,0.0,BENIGN,0.0
2017-07-03 03:09:50,3,0.0,0.0,0.0,38.333333333333336,36.950417228136054,2,0,29054.0,BENIGN,0.0
2017-07-03 03:10:00,2,0.0,0.0,0.0,58.5,43.1335136523794,1,0,0.0,BENIGN,0.0
2017-07-03 03:10:20,2,0.0,0.0,0.0,54.0,43.840620433565945,1,0,0.0,BENIGN,0.0
2017-07-03 03:12:00,2,0.0,0.0,0.0,40.0,11.313708498984761,1,0,0.0,BENIGN,0.0
2017-07-03 03:12:10,2,0.0,0.0,0.0,65.0,33.94112549695428,1,0,0.0,BENIGN,0.0
2017-07-03 03:12:20,2,0.0,0.0,0.0,43.0,39.59797974644666,1,0,0.0,BENIGN,0.0
2017-07-03 03:13:30,2,2048.0,0.0,0.0,51.5,38.890872965260115,1,0,0.0,BENIGN,0.0
2017-07-03 03:14:10,3,0.0,0.0,0.0,52.0,38.1051177665153,2,0,28891.0,BENIGN,0.0
2017-07-03 03:14:30,2,2048.0,0.0,0.0,73.0,67.88225099390856,1,0,0.0,BENIGN,0.0
2017-07-03 03:14:40,2,2048.0,0.0,0.0,70.0,59.39696961966999,1,0,0.0,BENIGN,0.0
2017-07-03 03:15:00,2,2048.0,0.0,0.0,66.5,44.54772721475249,1,0,0.0,BENIGN,0.0
2017-07-03 03:15:10,2,2048.0,0.0,0.0,32.0,19.79898987322333,1,0,0.0,BENIGN,0.0
2017-07-03 03:15:20,2,2048.0,0.0,0.0,76.5,68.58935777509511,1,0,0.0,BENIGN,0.0
2017-07-03 03:15:30,2,0.0,0.0,0.0,40.0,19.79898987322333,1,0,0.0,BENIGN,0.0
2017-07-03 03:15:40,22,0.0,0.0,0.0,54.27272727272727,39.38235260836631,14,0,27261.516175562872,BENIGN,0.0
2017-07-03 03:18:00,2,0.0,0.0,0.0,121.5,118.08683245815344,1,0,0.0,BENIGN,0.0
2017-07-03 03:18:20,4,0.0,0.0,0.0,36.0,14.375905768565216,2,0,27222.74519996509,BENIGN,0.0
2017-07-03 03:18:50,4,0.0,0.0,0.0,49.75,46.31324504573898,2,0,613.2972815491322,BENIGN,0.0
2017-07-03 03:19:30,4,1365.3333333333333,0.0,0.0,61.25,43.515322971722654,2,0,26863.467249531783,BENIGN,0.0
2017-07-03 03:19:40,2,2048.0,0.0,0.0,39.0,15.556349186104045,1,0,0.0,BENIGN,0.0
2017-07-03 03:20:10,2,0.0,0.0,0.0,28.0,11.313708498984761,1,0,0.0,BENIGN,0.0
2017-07-03 03:20:50,2,0.0,0.0,0.0,36.0,11.313708498984761,1,0,0.0,BENIGN,0.0
2017-07-03 03:21:20,4,1365.3333333333333,0.0,0.0,54.75,44.70924587450192,2,0,10429.353617980785,BENIGN,0.0
2017-07-03 03:21:30,6,1228.8,0.0,0.0,97.33333333333333,112.58892781560125,3,0,23949.550263835852,BENIGN,0.0
2017-07-03 03:21:40,2,2048.0,0.0,0.0,65.0,48.08326112068523,1,0,0.0,BENIGN,0.0
2017-07-03 03:22:30,8,1170.2857142857142,0.0,0.0,62.0,49.75655017898936,4,0,14586.317207351189,BENIGN,0.0
2017-07-03 03:22:50,2,2048.0,0.0,0.0,58.5,50.204581464244875,1,0,0.0,BENIGN,0.0
2017-07-03 03:24:10,3,0.0,0.0,0.0,60.666666666666664,46.188021535170066,2,0,32290.5,BENIGN,0.0
2017-07-03 03:24:20,4,0.0,0.0,0.0,69.0,58.88972745734183,2,0,29268.634113823777,BENIGN,0.0
